produit,value,ville,year,code,parent_code,type_produit
"Verrerie, vaisselle et ustensiles de ménage",100.30000305175781,Casablanca,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,107.0999984741211,Casablanca,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,99.69999694824219,Casablanca,2020,056,05,groupe
Santé,101.4000015258789,Casablanca,2020,06,,division
"Produits, appareils et matériels médicaux",98.4000015258789,Casablanca,2020,061,06,groupe
Services ambulatoires,104.0999984741211,Casablanca,2020,062,06,groupe
Services hospitaliers,99.0999984741211,Casablanca,2020,063,06,groupe
Transport,100.69999694824219,Casablanca,2020,07,,division
Achat de véhicules,95.5,Casablanca,2020,071,07,groupe
Dépenses d'utilisation des véhicules,95.5999984741211,Casablanca,2020,072,07,groupe
Services de transport,116.9000015258789,Casablanca,2020,073,07,groupe
Communications,103.5999984741211,Casablanca,2020,08,,division
Services postaux,100.0,Casablanca,2020,081,08,groupe
Matériel de téléphonie et de télécopie,80.4000015258789,Casablanca,2020,082,08,groupe
Services de téléphonie et de télécopie,105.80000305175781,Casablanca,2020,083,08,groupe
Loisirs et culture,97.0,Casablanca,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",86.0,Casablanca,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",101.5999984741211,Casablanca,2020,093,09,groupe
Services récréatifs et culturels,99.5999984741211,Casablanca,2020,094,09,groupe
"Journaux, livres et articles de papeterie",100.0999984741211,Casablanca,2020,095,09,groupe
Forfaits touristiques,111.0999984741211,Casablanca,2020,0960,096,groupe
Enseignement,110.9000015258789,Casablanca,2020,10,,division
Enseignement préélémentaire et primaire,115.30000305175781,Casablanca,2020,101,10,groupe
Enseignement secondaire,108.0999984741211,Casablanca,2020,102,10,groupe
Enseignement postsecondaire non supérieur,107.5999984741211,Casablanca,2020,103,10,groupe
Enseignement supérieur,109.30000305175781,Casablanca,2020,104,10,groupe
Enseignement non défini par niveau,108.0,Casablanca,2020,105,10,groupe
Restaurants et hôtels,103.9000015258789,Casablanca,2020,11,,division
Services de restauration,106.19999694824219,Casablanca,2020,111,11,groupe
Services d'hébergement,91.30000305175781,Casablanca,2020,112,11,groupe
Biens et services divers,104.30000305175781,Casablanca,2020,12,,division
Soins corporels,104.5,Casablanca,2020,121,12,groupe
Effets personnels non classés ailleurs,106.30000305175781,Casablanca,2020,123,12,groupe
Assurance,103.4000015258789,Casablanca,2020,125,12,groupe
Services financiers,102.0,Casablanca,2020,126,12,groupe
Autres services,107.30000305175781,Casablanca,2020,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,99.9000015258789,Casablanca,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",101.5999984741211,Casablanca,2020,,,total
Produits alimentaires et boissons non alcoolisées,103.19999694824219,Dakhla,2020,01,,division
Produits alimentaires,103.30000305175781,Dakhla,2020,011,01,groupe
Boissons non alcoolisées,103.0999984741211,Dakhla,2020,012,01,groupe
Boissons alcoolisées et tabac,122.0999984741211,Dakhla,2020,02,,division
Tabac,122.0999984741211,Dakhla,2020,022,02,groupe
Articles d'habillement et chaussures,107.0,Dakhla,2020,03,,division
Articles d'habillement,109.69999694824219,Dakhla,2020,031,03,groupe
Chaussures,94.4000015258789,Dakhla,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",102.0999984741211,Dakhla,2020,04,,division
Loyers effectifs,100.5999984741211,Dakhla,2020,041,04,groupe
Entretien et réparation des logements,112.80000305175781,Dakhla,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Dakhla,2020,044,04,groupe
"Electricité, gaz et autres combustibles",100.0,Dakhla,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",104.19999694824219,Dakhla,2020,05,,division
Articles de ménage en textiles,104.9000015258789,Dakhla,2020,052,05,groupe
Appareils ménagers,108.0999984741211,Dakhla,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.69999694824219,Dakhla,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,107.0,Dakhla,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.5,Dakhla,2020,056,05,groupe
Santé,100.30000305175781,Dakhla,2020,06,,division
"Produits, appareils et matériels médicaux",98.19999694824219,Dakhla,2020,061,06,groupe
Services ambulatoires,103.30000305175781,Dakhla,2020,062,06,groupe
Services hospitaliers,100.0,Dakhla,2020,063,06,groupe
Transport,101.5,Dakhla,2020,07,,division
Achat de véhicules,103.5999984741211,Dakhla,2020,071,07,groupe
Dépenses d'utilisation des véhicules,99.30000305175781,Dakhla,2020,072,07,groupe
Services de transport,101.30000305175781,Dakhla,2020,073,07,groupe
Communications,103.69999694824219,Dakhla,2020,08,,division
Services postaux,100.5999984741211,Dakhla,2020,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Dakhla,2020,082,08,groupe
Services de téléphonie et de télécopie,104.5,Dakhla,2020,083,08,groupe
Loisirs et culture,103.4000015258789,Dakhla,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",102.19999694824219,Dakhla,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",109.5999984741211,Dakhla,2020,093,09,groupe
Services récréatifs et culturels,102.0,Dakhla,2020,094,09,groupe
"Journaux, livres et articles de papeterie",104.19999694824219,Dakhla,2020,095,09,groupe
Enseignement,100.19999694824219,Dakhla,2020,10,,division
Enseignement préélémentaire et primaire,100.30000305175781,Dakhla,2020,101,10,groupe
Enseignement secondaire,100.0,Dakhla,2020,102,10,groupe
Restaurants et hôtels,111.80000305175781,Dakhla,2020,11,,division
Services de restauration,111.9000015258789,Dakhla,2020,111,11,groupe
Services d'hébergement,107.4000015258789,Dakhla,2020,112,11,groupe
Biens et services divers,103.5,Dakhla,2020,12,,division
Soins corporels,102.9000015258789,Dakhla,2020,121,12,groupe
Effets personnels non classés ailleurs,107.0999984741211,Dakhla,2020,123,12,groupe
Assurance,103.19999694824219,Dakhla,2020,125,12,groupe
Services financiers,100.0,Dakhla,2020,126,12,groupe
Autres services,105.9000015258789,Dakhla,2020,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,102.69999694824219,Dakhla,2020,,,total
Indice général,103.4000015258789,Dakhla,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",105.9000015258789,Dakhla,2020,,,total
Produits alimentaires et boissons non alcoolisées,100.4000015258789,Errachidia,2020,01,,division
Produits alimentaires,100.30000305175781,Errachidia,2020,011,01,groupe
Boissons non alcoolisées,101.9000015258789,Errachidia,2020,012,01,groupe
Boissons alcoolisées et tabac,121.5,Errachidia,2020,02,,division
Boissons alcoolisées,100.5999984741211,Errachidia,2020,021,02,groupe
Tabac,122.80000305175781,Errachidia,2020,022,02,groupe
Articles d'habillement et chaussures,101.4000015258789,Errachidia,2020,03,,division
Articles d'habillement,101.9000015258789,Errachidia,2020,031,03,groupe
Chaussures,99.30000305175781,Errachidia,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.4000015258789,Errachidia,2020,04,,division
Loyers effectifs,106.80000305175781,Errachidia,2020,041,04,groupe
Entretien et réparation des logements,101.19999694824219,Errachidia,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Errachidia,2020,044,04,groupe
"Electricité, gaz et autres combustibles",99.9000015258789,Errachidia,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.0999984741211,Errachidia,2020,05,,division
Articles de ménage en textiles,99.0,Errachidia,2020,052,05,groupe
Appareils ménagers,100.69999694824219,Errachidia,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",101.5,Errachidia,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,97.4000015258789,Errachidia,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.9000015258789,Errachidia,2020,056,05,groupe
Santé,105.19999694824219,Errachidia,2020,06,,division
"Produits, appareils et matériels médicaux",98.4000015258789,Errachidia,2020,061,06,groupe
Services ambulatoires,112.0999984741211,Errachidia,2020,062,06,groupe
Services hospitaliers,108.0,Errachidia,2020,063,06,groupe
Transport,101.19999694824219,Errachidia,2020,07,,division
Achat de véhicules,103.5,Errachidia,2020,071,07,groupe
Dépenses d'utilisation des véhicules,93.69999694824219,Errachidia,2020,072,07,groupe
Services de transport,107.9000015258789,Errachidia,2020,073,07,groupe
Communications,104.0999984741211,Errachidia,2020,08,,division
Services postaux,102.19999694824219,Errachidia,2020,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Errachidia,2020,082,08,groupe
Services de téléphonie et de télécopie,104.69999694824219,Errachidia,2020,083,08,groupe
Loisirs et culture,99.0999984741211,Errachidia,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",93.69999694824219,Errachidia,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.0999984741211,Errachidia,2020,093,09,groupe
Services récréatifs et culturels,107.0999984741211,Errachidia,2020,094,09,groupe
"Journaux, livres et articles de papeterie",100.0,Errachidia,2020,095,09,groupe
Forfaits touristiques,110.5,Errachidia,2020,0960,096,groupe
Enseignement,102.5999984741211,Errachidia,2020,10,,division
Enseignement préélémentaire et primaire,107.69999694824219,Errachidia,2020,101,10,groupe
Enseignement secondaire,100.4000015258789,Errachidia,2020,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Errachidia,2020,103,10,groupe
Enseignement supérieur,92.5999984741211,Errachidia,2020,104,10,groupe
Enseignement non défini par niveau,100.0,Errachidia,2020,105,10,groupe
Restaurants et hôtels,101.80000305175781,Errachidia,2020,11,,division
Services de restauration,101.80000305175781,Errachidia,2020,111,11,groupe
Services d'hébergement,101.9000015258789,Errachidia,2020,112,11,groupe
Biens et services divers,102.4000015258789,Errachidia,2020,12,,division
Soins corporels,101.80000305175781,Errachidia,2020,121,12,groupe
Effets personnels non classés ailleurs,106.5,Errachidia,2020,123,12,groupe
Assurance,103.30000305175781,Errachidia,2020,125,12,groupe
Services financiers,99.80000305175781,Errachidia,2020,126,12,groupe
Autres services,102.9000015258789,Errachidia,2020,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Errachidia,2020,,,total
Indice général,101.5,Errachidia,2020,,,total
Variation (en %),0.6944444179534912,Errachidia,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",101.30000305175781,Errachidia,2020,,,total
Produits alimentaires et boissons non alcoolisées,102.30000305175781,Fès,2020,01,,division
Produits alimentaires,102.4000015258789,Fès,2020,011,01,groupe
Boissons non alcoolisées,101.0,Fès,2020,012,01,groupe
Boissons alcoolisées et tabac,121.80000305175781,Fès,2020,02,,division
Boissons alcoolisées,100.69999694824219,Fès,2020,021,02,groupe
Tabac,122.0999984741211,Fès,2020,022,02,groupe
Articles d'habillement et chaussures,105.9000015258789,Fès,2020,03,,division
Articles d'habillement,104.0,Fès,2020,031,03,groupe
Chaussures,114.80000305175781,Fès,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.0999984741211,Fès,2020,04,,division
Loyers effectifs,101.5999984741211,Fès,2020,041,04,groupe
Entretien et réparation des logements,101.0999984741211,Fès,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Fès,2020,044,04,groupe
"Electricité, gaz et autres combustibles",101.30000305175781,Fès,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.9000015258789,Fès,2020,05,,division
Articles de ménage en textiles,107.9000015258789,Fès,2020,052,05,groupe
Appareils ménagers,95.0999984741211,Fès,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",119.80000305175781,Fès,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,104.80000305175781,Fès,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,98.9000015258789,Fès,2020,056,05,groupe
Santé,100.4000015258789,Fès,2020,06,,division
"Produits, appareils et matériels médicaux",98.19999694824219,Fès,2020,061,06,groupe
Services ambulatoires,102.4000015258789,Fès,2020,062,06,groupe
Services hospitaliers,100.0,Fès,2020,063,06,groupe
Transport,97.5,Fès,2020,07,,division
Achat de véhicules,99.5,Fès,2020,071,07,groupe
Dépenses d'utilisation des véhicules,93.5,Fès,2020,072,07,groupe
Services de transport,101.4000015258789,Fès,2020,073,07,groupe
Communications,103.5,Fès,2020,08,,division
Services postaux,100.0,Fès,2020,081,08,groupe
Matériel de téléphonie et de télécopie,86.30000305175781,Fès,2020,082,08,groupe
Services de téléphonie et de télécopie,106.0,Fès,2020,083,08,groupe
Loisirs et culture,98.0999984741211,Fès,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",91.80000305175781,Fès,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",107.19999694824219,Fès,2020,093,09,groupe
Services récréatifs et culturels,103.30000305175781,Fès,2020,094,09,groupe
"Journaux, livres et articles de papeterie",101.0999984741211,Fès,2020,095,09,groupe
Forfaits touristiques,108.69999694824219,Fès,2020,0960,096,groupe
Enseignement,115.0,Fès,2020,10,,division
Enseignement préélémentaire et primaire,127.9000015258789,Fès,2020,101,10,groupe
Enseignement secondaire,106.9000015258789,Fès,2020,102,10,groupe
Enseignement postsecondaire non supérieur,108.4000015258789,Fès,2020,103,10,groupe
Enseignement supérieur,101.9000015258789,Fès,2020,104,10,groupe
Enseignement non défini par niveau,100.0,Fès,2020,105,10,groupe
Restaurants et hôtels,106.69999694824219,Fès,2020,11,,division
Services de restauration,108.4000015258789,Fès,2020,111,11,groupe
Services d'hébergement,96.4000015258789,Fès,2020,112,11,groupe
Biens et services divers,105.9000015258789,Fès,2020,12,,division
Soins corporels,105.30000305175781,Fès,2020,121,12,groupe
Effets personnels non classés ailleurs,111.0,Fès,2020,123,12,groupe
Assurance,108.4000015258789,Fès,2020,125,12,groupe
Services financiers,98.0999984741211,Fès,2020,126,12,groupe
Autres services,100.80000305175781,Fès,2020,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,118.0999984741211,Fès,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",106.30000305175781,Fès,2020,,,total
Indice général,102.9000015258789,Fès,2020,,,total
Variation (en %),0.0,Fès,2020,,,total
Produits alimentaires et boissons non alcoolisées,106.19999694824219,Guelmim,2020,01,,division
Produits alimentaires,106.19999694824219,Guelmim,2020,011,01,groupe
Boissons non alcoolisées,105.4000015258789,Guelmim,2020,012,01,groupe
Boissons alcoolisées et tabac,121.5999984741211,Guelmim,2020,02,,division
Boissons alcoolisées,104.19999694824219,Guelmim,2020,021,02,groupe
Tabac,122.0999984741211,Guelmim,2020,022,02,groupe
Articles d'habillement et chaussures,103.19999694824219,Guelmim,2020,03,,division
